PaperID,Title,PubYear,Source,DOI,citation_id,authors_text,authorships_names,authorships_orcids
7239,Hybrid GA-SVM Approach for Postoperative Life Expectancy Prediction in Lung Cancer Patients,2022,OpenAlex,10.3390/app122110927,,"Arfan Ali Nagra, Iqra Mubarik, Muhammad Mugees Asif, Khalid Masood, Mohammed A. Al Ghamdi, Sultan H. Almotiri","""[\""Arfan Ali Nagra\"", \""Iqra Mubarik\"", \""Muhammad Mugees Asif\"", \""Khalid Masood\"", \""Mohammed A. Al Ghamdi\"", \""Sultan H. Almotiri\""]""","""[\""https://orcid.org/0000-0002-2149-8165\"", \""https://orcid.org/0000-0001-6457-5143\"", \""https://orcid.org/0000-0003-3244-9251\"", null, \""https://orcid.org/0000-0002-5993-5236\"", \""https://orcid.org/0000-0003-1594-9115\""]"""
7240,Identification of the novel <i>HLA‐A*74:03:03</i> allele by sequencing‐based typing,2022,OpenAlex,10.1111/tan.14708,,"Manar A. Aldosari, Abdullah S. Matyuri, Mohammed Alghamdi, Abdulrhman Alkhaibari, Ali H. Hajeer","""[\""Manar A. Aldosari\"", \""Abdullah S. Matyuri\"", \""Mohammed Alghamdi\"", \""Abdulrhman Alkhaibari\"", \""Ali H. Hajeer\""]""","""[null, null, \""https://orcid.org/0000-0001-6313-5410\"", null, null]"""
7241,Improved regularity criterion for the 3D Navier-Stokes equations via the gradient of one velocity component,2022,OpenAlex,10.1063/5.0081378,,"Ahmad M. Alghamdi, Sadek Gala, Maria Alessandra Ragusa","""[\""Ahmad M. Alghamdi\"", \""Sadek Gala\"", \""Maria Alessandra Ragusa\""]""","""[\""https://orcid.org/0000-0001-9715-1558\"", \""https://orcid.org/0000-0002-4286-4689\"", \""https://orcid.org/0000-0001-6611-6370\""]"""
7242,Intelligence and Usability Empowerment of Smartphone Adaptive Features,2022,OpenAlex,10.3390/app122312245,,"Ahmed Mohammed Alghamdi, Hafsa Riasat, Muhammad Waseem Iqbal, Muhammad Usman Ashraf, Abdullah Alshahrani, Adel Alshamrani","""[\""Ahmed Mohammed Alghamdi\"", \""Hafsa Riasat\"", \""Muhammad Waseem Iqbal\"", \""Muhammad Usman Ashraf\"", \""Abdullah Alshahrani\"", \""Adel Alshamrani\""]""","""[\""https://orcid.org/0000-0001-7644-5039\"", \""https://orcid.org/0000-0003-3997-5895\"", \""https://orcid.org/0000-0001-6284-5904\"", \""https://orcid.org/0000-0001-7341-8625\"", \""https://orcid.org/0000-0002-5988-888X\"", \""https://orcid.org/0000-0002-1520-5485\""]"""
7243,Intelligent metaheuristics with optimal machine learning approach for malware detection on <scp>IoT‐enabled</scp> maritime transportation systems,2022,OpenAlex,10.1111/exsy.13155,,"Mohammed Maray, Mohammed Alghamdi, Fatma S. Alrayes, Saud S. Alotaibi, Sana Alazwari, Rana Alabdan, Mesfer Al Duhayyim","""[\""Mohammed Maray\"", \""Mohammed Alghamdi\"", \""Fatma S. Alrayes\"", \""Saud S. Alotaibi\"", \""Sana Alazwari\"", \""Rana Alabdan\"", \""Mesfer Al Duhayyim\""]""","""[null, \""https://orcid.org/0000-0002-5042-0690\"", \""https://orcid.org/0000-0002-1644-8526\"", \""https://orcid.org/0000-0003-1082-513X\"", null, \""https://orcid.org/0000-0003-2410-486X\"", \""https://orcid.org/0000-0003-4024-271X\""]"""
7244,"Iteration Causes, Impact, and Timing in Software Development Lifecycle: An SLR",2022,OpenAlex,10.1109/access.2022.3182703,,"Mamoona Mumtaz, Naveed Ahmad, Muhammad Usman Ashraf, Ahmed Mohammed Alghamdi, Adel A. Bahaddad, Khalid Ali Almarhabi","""[\""Mamoona Mumtaz\"", \""Naveed Ahmad\"", \""Muhammad Usman Ashraf\"", \""Ahmed Mohammed Alghamdi\"", \""Adel A. Bahaddad\"", \""Khalid Ali Almarhabi\""]""","""[\""https://orcid.org/0000-0001-6026-0267\"", \""https://orcid.org/0000-0002-6656-3362\"", \""https://orcid.org/0000-0001-7341-8625\"", \""https://orcid.org/0000-0001-7644-5039\"", \""https://orcid.org/0000-0001-5137-5054\"", \""https://orcid.org/0000-0002-3104-209X\""]"""
7245,K-Banhatti Sombor Invariants of Certain Computer Networks,2022,OpenAlex,10.32604/cmc.2022.028406,,Khalid Hamid,"""[\""Khalid Hamid\""]""","""[\""https://orcid.org/0000-0002-2853-4448\""]"""
7246,Numerical simulation of the generalized Burger’s-Huxley equation via two meshless methods,2022,OpenAlex,10.2298/tsci22s1463a,,"Imtiaz Ahmad, S. Abdel‐Khalek, Ahmed Mohammed Alghamdi","""[\""Imtiaz Ahmad\"", \""S. Abdel\u2010Khalek\"", \""Ahmed Mohammed Alghamdi\""]""","""[\""https://orcid.org/0000-0002-4023-3293\"", \""https://orcid.org/0000-0003-1822-2456\"", \""https://orcid.org/0000-0001-7644-5039\""]"""
7249,REGULARITY CRITERION FOR WEAK SOLUTIONS TO THE NAVIER-STOKES INVOLVING ONE VELOCITY AND ONE VORTICITY COMPONENTS,2022,Manual,10.33048/semi.2022.19.025,,,,
7250,Recent Advances in Methods Detecting the Dengue Virus,2022,OpenAlex,10.22207/jpam.16.4.70,,"Mohamed K. Alghamdi, Ahmed Bahieldin, Sherif Edris","""[\""Mohamed K. Alghamdi\"", \""Ahmed Bahieldin\"", \""Sherif Edris\""]""","""[null, \""https://orcid.org/0000-0002-6496-7881\"", \""https://orcid.org/0000-0002-2810-3736\""]"""
7251,Recognition of Urdu Handwritten Alphabet Using Convolutional Neural Network (CNN),2022,OpenAlex,10.32604/cmc.2022.029314,,Gulzar Ahmed,"""[\""Gulzar Ahmed\""]""","""[null]"""
7253,SmartTips: Online Products Recommendations System Based on Analyzing Customers Reviews,2022,OpenAlex,10.3390/app12178823,,"Noaman M. Ali, Abdullah Alshahrani, Ahmed Mohammed Alghamdi, Boris Novikov","""[\""Noaman M. Ali\"", \""Abdullah Alshahrani\"", \""Ahmed Mohammed Alghamdi\"", \""Boris Novikov\""]""","""[\""https://orcid.org/0000-0002-3922-7136\"", \""https://orcid.org/0000-0002-5988-888X\"", \""https://orcid.org/0000-0001-7644-5039\"", \""https://orcid.org/0000-0003-4657-0757\""]"""
7254,The generalized time fractional Gardner equation via numerical meshless collocation method,2022,OpenAlex,10.2298/tsci22s1469m,,"Mehnaz Shakeel, Muhammad Nawaz Khan, Imtiaz Ahmad, S. Abdel‐Khalek, Ahmed Mohammed Alghamdi","""[\""Mehnaz Shakeel\"", \""Muhammad Nawaz Khan\"", \""Imtiaz Ahmad\"", \""S. Abdel\u2010Khalek\"", \""Ahmed Mohammed Alghamdi\""]""","""[null, \""https://orcid.org/0000-0001-6447-6989\"", \""https://orcid.org/0000-0002-4023-3293\"", \""https://orcid.org/0000-0003-1822-2456\"", \""https://orcid.org/0000-0001-7644-5039\""]"""
7255,"Tooth Loss Among Adults at King Abdulaziz University Dental Hospital &amp;ldquo;Factors, Causes, And Clinical Characteristics&amp;rdquo;",2022,OpenAlex,10.51847/ds10ogkkor,,"Banwair Rzan, Almutairi Ibtisam, Hala M. Abdel-Alim, Maisa O. Al‐Sebaei, Lojain Bassyoni, Mohammed Alghamdi","""[\""Banwair Rzan\"", \""Almutairi Ibtisam\"", \""Hala M. Abdel-Alim\"", \""Maisa O. Al\u2010Sebaei\"", \""Lojain Bassyoni\"", \""Mohammed Alghamdi\""]""","""[null, null, \""https://orcid.org/0000-0003-3778-6951\"", \""https://orcid.org/0000-0002-4932-1732\"", \""https://orcid.org/0000-0002-3707-907X\"", null]"""
7256,The Appropriateness of Using Cefazolin as a Surgical Prophylaxis Antibiotic,2022,Manual,,,,,
7257,The Appropriateness of Using Gentamicin for Surgical Prophylaxis at a Government Hospital in Riyadh Province,2022,Manual,,,,,
7258,The prevalence of irritable bowel syndrome among medical students and interns at Tabuk University,2022,OpenAlex,10.54905/disssi/v26i129/ms497e2581,,"Hyder Osman Mirghani, Majed Mohammed Alshehri, Jalawi Talal A Alotaibi, Faisal Shiraz M Alharthi, Abdulaziz Abdullah Albalawi, Mohammed Aali Alghamdi, Abdulrahman Jawdat Albalawi, Yazeed Hamdan O Alwabisi, Bander Mohammed Abu Murad, Waleed Farhan Alshammari, Mohammed Ibrahim Fareed Bin Ibrahim","""[\""Hyder Osman Mirghani\"", \""Majed Mohammed Alshehri\"", \""Jalawi Talal A Alotaibi\"", \""Faisal Shiraz M Alharthi\"", \""Abdulaziz Abdullah Albalawi\"", \""Mohammed Aali Alghamdi\"", \""Abdulrahman Jawdat Albalawi\"", \""Yazeed Hamdan O Alwabisi\"", \""Bander Mohammed Abu Murad\"", \""Waleed Farhan Alshammari\"", \""Mohammed Ibrahim Fareed Bin Ibrahim\""]""","""[\""https://orcid.org/0000-0002-5817-6194\"", null, null, null, null, null, null, null, null, null, null]"""
7259,Using Dynamic Pruned N-Gram Model for Identifying the Gender of the User,2022,OpenAlex,10.3390/app12136378,,"Noaman M. Ali, Abdullah Alshahrani, Ahmed Mohammed Alghamdi, Boris Novikov","""[\""Noaman M. Ali\"", \""Abdullah Alshahrani\"", \""Ahmed Mohammed Alghamdi\"", \""Boris Novikov\""]""","""[\""https://orcid.org/0000-0002-3922-7136\"", \""https://orcid.org/0000-0002-5988-888X\"", \""https://orcid.org/0000-0001-7644-5039\"", \""https://orcid.org/0000-0003-4657-0757\""]"""
7487,Advances in Multimedia,2022,OpenAlex,10.1155/6048,,,,
6981,Bonding performance of dispersed filler resin composite CAD/CAM blocks with different surface treatment protocols,2021,Scholar,10.4012/dmj.2020-049,yYNXiPMAAAAJ:UebtZRa9Y70C,"A Abdou, T Takagaki, A Alghamdi, A Tichy, T Nikaido, J Tagami","""[\""Ahmed Abdou\"", \""Tomohiro Takagaki\"", \""Ali Alghamdi\"", \""Anton\u00edn Tich\u00fd\"", \""Toru Nikaido\"", \""Junji Tagami\""]""","""[\""https://orcid.org/0000-0002-4830-4594\"", \""https://orcid.org/0000-0002-6189-9553\"", null, \""https://orcid.org/0000-0002-6260-9992\"", \""https://orcid.org/0000-0002-7346-1831\"", \""https://orcid.org/0000-0003-4865-0515\""]"""
6987,Effect of surface polishing on nano-hardness and elastic modulus of different resin composites after immersion in alcoholic medium,2021,Scholar,10.3390/jcs5120327,yYNXiPMAAAAJ:WF5omc3nYNoC,"D Alqarni, A Alghamdi, A Saad, AAH Alzahrani, K Hosaka","""[\""Dhaifallah Alqarni\"", \""Ali Alghamdi\"", \""Amr Saad\"", \""Abdullah Ali H. Alzahrani\"", \""Keiichi Hosaka\""]""","""[null, \""https://orcid.org/0000-0002-2852-5891\"", \""https://orcid.org/0000-0001-8175-272X\"", \""https://orcid.org/0000-0002-7925-0699\"", \""https://orcid.org/0000-0002-8471-358X\""]"""
6991,Cutaneous sarcoidosis of a 53-year-old female: A case report,2021,Scholar,10.7759/cureus.19351,yYNXiPMAAAAJ:_FxGoFyzp5QC,"A Alghamdi, N Mazraani, SA Thabet, BS Alghamdi, M Hanawi, ...","""[\""Ali S. Alghamdi\"", \""Nadia Mazraani\"", \""S. Thabet\"", \""Basel M Alghamdi\"", \""Maha Hanawi\"", \""Hatim Al-Maghraby\"", \""Hassan Huwait\""]""","""[\""https://orcid.org/0000-0002-0150-1064\"", null, null, null, null, null, \""https://orcid.org/0000-0002-0336-7639\""]"""
7008,Expressions and dynamical behavior of solutions of a class of rational difference equations of fifteenth-order,2021,OpenAlex,10.22436/jmcs.025.01.02,,"A. M. Ahmed, Samir Al Mohammady, Lama Sh. Aljoufi","""[\""A. M. Ahmed\"", \""Samir Al Mohammady\"", \""Lama Sh. Aljoufi\""]""","""[\""https://orcid.org/0000-0002-5829-5038\"", \""https://orcid.org/0000-0002-5546-4932\"", null]"""
7010,Some dynamic Hilbert-type inequalities for two variables on time scales,2021,OpenAlex,10.1186/s13660-021-02559-1,,"H. A. Abd El-Hamid, Haytham M. Rezk, A. M. Ahmed, Ghada AlNemer, Mohammed Zakarya, H. A. El Saify","""[\""H. A. Abd El-Hamid\"", \""Haytham M. Rezk\"", \""A. M. Ahmed\"", \""Ghada AlNemer\"", \""Mohammed Zakarya\"", \""H. A. El Saify\""]""","""[null, \""https://orcid.org/0000-0001-6782-7908\"", \""https://orcid.org/0000-0002-5829-5038\"", \""https://orcid.org/0000-0002-2222-7973\"", \""https://orcid.org/0000-0003-4312-8330\"", null]"""
7015,Global behavior of a third-order rational difference equation,2021,OpenAlex,10.22436/jmcs.025.03.08,,"Lama Sh. Aljoufi, A. M. Ahmed, Samir Al Mohammady","""[\""Lama Sh. Aljoufi\"", \""A. M. Ahmed\"", \""Samir Al Mohammady\""]""","""[null, \""https://orcid.org/0000-0002-5829-5038\"", \""https://orcid.org/0000-0002-5546-4932\""]"""
7056,WITHDRAWN: Effects of knowledge of cyber security on prevention of attacks,2021,OpenAlex,10.1016/j.matpr.2021.04.098,,Mohammed Alghamdi,"""[\""Mohammed Alghamdi\""]""","""[\""https://orcid.org/0000-0002-9794-554X\""]"""
7059,Effectiveness of Gaseous Ozone as a Disinfectant for Nosocomial Pathogens in a Healthcare Emergency Room,2021,OpenAlex,10.51847/uvhgz7utjc,,"Mohammed Alshehri, Fayez S. Bahwerth, Zaher Ahmed Althagafi, Hassan Abdullah Alsolami, Ahmad Musa Almalki, A. F. M. Saif, Sattam Almalki, Abdulbari Abdulwahab Mazhar, Mohammed Alghamdi, Ahmad Farouk, Riham SadiqAshari, Samer Mohammad Yousr, Bandar Abdallah Bahwny, Haitham Mohammad Al-Afghani, Hamza ","""[\""Mohammed Alshehri\"", \""Fayez S. Bahwerth\"", \""Zaher Ahmed Althagafi\"", \""Hassan Abdullah Alsolami\"", \""Ahmad Musa Almalki\"", \""A. F. M. Saif\"", \""Sattam Almalki\"", \""Abdulbari Abdulwahab Mazhar\"", \""Mohammed Alghamdi\"", \""Ahmad Farouk\"", \""Riham SadiqAshari\"", \""Samer Mohammad Yousr\"", \""Bandar Abdallah Bahwny\"", \""Haitham Mohammad Al-Afghani\"", \""Hamza Assaggaf\"", \""Riyadh Hussain Aeban\"", \""Omar B. Ahmed\"", \""Hani Mohammad Al-Afghani\""]""","""[\""https://orcid.org/0000-0002-8617-2801\"", \""https://orcid.org/0000-0001-6618-9422\"", null, null, null, \""https://orcid.org/0000-0002-7443-8844\"", null, null, \""https://orcid.org/0000-0002-9794-554X\"", null, null, null, null, null, \""https://orcid.org/0000-0001-5563-9491\"", null, \""https://orcid.org/0000-0002-0492-5612\"", null]"""
7067,"History, Present 2021 and Future of Cyber Attacks",2021,OpenAlex,10.54216/jcim.080204,,Mohammed Alghamdi,"""[\""Mohammed Alghamdi\""]""","""[\""https://orcid.org/0000-0002-9794-554X\""]"""
7068,SASLT practice guidelines for the management of Hepatitis B virus – An update,2021,OpenAlex,10.4103/sjg.sjg_539_20,,"Faisal Abaalkhail, Waleed K. Al‐Hamoudi, Abdullah Al Khathlan, Saad Alghamdi, Mohammed Alghamdi, Saleh A. Alqahtani, Faisal M. Sanai","""[\""Faisal Abaalkhail\"", \""Waleed K. Al\u2010Hamoudi\"", \""Abdullah Al Khathlan\"", \""Saad Alghamdi\"", \""Mohammed Alghamdi\"", \""Saleh A. Alqahtani\"", \""Faisal M. Sanai\""]""","""[null, null, null, \""https://orcid.org/0000-0003-4532-9128\"", \""https://orcid.org/0000-0002-9794-554X\"", \""https://orcid.org/0000-0003-2017-3526\"", \""https://orcid.org/0000-0002-3830-9236\""]"""
7088,Cattaneo-Christov heat and mass flux models on time-dependent swirling flow through oscillatory rotating disk,2021,OpenAlex,10.24200/sci.2020.53248.3139,,"Zaheer Abbas, A. Rauf, Sabir Ali Shehzad, Mohammed Alghamdi","""[\""Zaheer Abbas\"", \""A. Rauf\"", \""Sabir Ali Shehzad\"", \""Mohammed Alghamdi\""]""","""[\""https://orcid.org/0000-0002-1300-7098\"", \""https://orcid.org/0000-0003-1625-0197\"", \""https://orcid.org/0000-0001-8359-9706\"", \""https://orcid.org/0000-0002-9794-554X\""]"""
7090,WITHDRAWN: Guide to developing a National Cyber Security Strategy,2021,OpenAlex,10.1016/j.matpr.2021.02.613,,Mohammed Alghamdi,"""[\""Mohammed Alghamdi\""]""","""[\""https://orcid.org/0000-0002-9794-554X\""]"""
7096,Correlation of racial effect with severity of disease and in‐hospital outcome in individuals diagnosed with COVID‐19,2021,OpenAlex,10.1111/ijcp.14383,,"Abdullah Rashid Alotaibi, Tarek Ezzeldin, Intisar Ahmad Siddiqui, Mosa Alzahrani, Mohammed Alghamdi, Wijdan Hasan Alotaibi, Malik Zwaid Almutairi, Naif Khalid Alqannas","""[\""Abdullah Rashid Alotaibi\"", \""Tarek Ezzeldin\"", \""Intisar Ahmad Siddiqui\"", \""Mosa Alzahrani\"", \""Mohammed Alghamdi\"", \""Wijdan Hasan Alotaibi\"", \""Malik Zwaid Almutairi\"", \""Naif Khalid Alqannas\""]""","""[null, \""https://orcid.org/0000-0002-1030-699X\"", \""https://orcid.org/0000-0003-1974-0474\"", null, \""https://orcid.org/0000-0002-9794-554X\"", null, null, null]"""
7123,Diabetes telemedicine clinic implementation during the COVID-19 virus outbreak in Saudi Arabia,2021,OpenAlex,10.15406/jdmdc.2021.08.00221,,"Eman Sheshah, Khalid Mohammed Kelis, Najim Abdulwahid, Nahla Alswaied, Reem Aman, Mohammed Alghamdi, Rabab T. Hassanien, Amira Abbas, Lamiaa Fathy, Abdulaziz Aldokhail, Abdulaziz Alzahrany, Jawaher Alokail, Dalal Al-Qaisi, Amira Basha, Ghassan Aldekhayel, Amal Azizi","""[\""Eman Sheshah\"", \""Khalid Mohammed Kelis\"", \""Najim Abdulwahid\"", \""Nahla Alswaied\"", \""Reem Aman\"", \""Mohammed Alghamdi\"", \""Rabab T. Hassanien\"", \""Amira Abbas\"", \""Lamiaa Fathy\"", \""Abdulaziz Aldokhail\"", \""Abdulaziz Alzahrany\"", \""Jawaher Alokail\"", \""Dalal Al-Qaisi\"", \""Amira Basha\"", \""Ghassan Aldekhayel\"", \""Amal Azizi\""]""","""[\""https://orcid.org/0000-0002-8946-0999\"", null, null, null, null, \""https://orcid.org/0000-0002-9794-554X\"", \""https://orcid.org/0000-0002-8129-7357\"", null, null, null, null, null, null, null, \""https://orcid.org/0000-0001-5677-2139\"", null]"""
7124,Security Issues with IoT for Smart Homes: Blockchain as a Solution,2021,OpenAlex,,,Mohammed Alghamdi,,
7128,Impact of Cyber Attack on Saudi Aramco,2021,OpenAlex,10.5281/zenodo.5172091,,Mohammed Alghamdi,"""[\""Mohammed Alghamdi\""]""","""[\""https://orcid.org/0000-0002-9794-554X\""]"""
7229,Automated Grading of Breast Cancer Histopathology Images Using Multilayered Autoencoder,2021,OpenAlex,10.32604/cmc.2022.022705,,"Shakra Mehak, Muhammad Usman Ashraf, Rabia Zafar, Ahmed Mohammed Alghamdi, Ahmed S. Alfakeeh, Fawaz Alassery, Habib Hamam, Muhammad Shafiq","""[\""Shakra Mehak\"", \""Muhammad Usman Ashraf\"", \""Rabia Zafar\"", \""Ahmed Mohammed Alghamdi\"", \""Ahmed S. Alfakeeh\"", \""Fawaz Alassery\"", \""Habib Hamam\"", \""Muhammad Shafiq\""]""","""[\""https://orcid.org/0000-0002-9118-1569\"", \""https://orcid.org/0000-0001-7341-8625\"", \""https://orcid.org/0000-0002-3515-7441\"", \""https://orcid.org/0000-0001-7644-5039\"", \""https://orcid.org/0000-0003-1772-2782\"", null, \""https://orcid.org/0000-0002-5320-1012\"", \""https://orcid.org/0000-0001-5598-5474\""]"""
7231,BlockTrail: A Service for Secure and Transparent Blockchain-Driven Audit Trails,2021,OpenAlex,10.1109/jsyst.2021.3097744,,"Ashar Ahmad, Muhammad Saad, Mohammed A. Al Ghamdi, DaeHun Nyang, Aziz Mohaisen","""[\""Ashar Ahmad\"", \""Muhammad Saad\"", \""Mohammed A. Al Ghamdi\"", \""DaeHun Nyang\"", \""Aziz Mohaisen\""]""","""[\""https://orcid.org/0000-0001-6417-4454\"", \""https://orcid.org/0000-0002-8762-4566\"", \""https://orcid.org/0000-0002-5993-5236\"", \""https://orcid.org/0000-0001-5183-891X\"", \""https://orcid.org/0000-0003-3227-2505\""]"""
7247,Network Quality Assessment in Heterogeneous Wireless Settings: An Optimization Approach,2021,OpenAlex,10.32604/cmc.2022.021012,,"Ibrahim M. Mehedi, Mohd Heidir Mohd Shah, Soon Xin Ng, Abdulah Jeza Aljohani, Mohammed El-Hajjar, Muhammad Moinuddin","""[\""Ibrahim M. Mehedi\"", \""Mohd Heidir Mohd Shah\"", \""Soon Xin Ng\"", \""Abdulah Jeza Aljohani\"", \""Mohammed El-Hajjar\"", \""Muhammad Moinuddin\""]""","""[\""https://orcid.org/0000-0001-8073-9750\"", \""https://orcid.org/0000-0002-7146-9207\"", \""https://orcid.org/0000-0002-0930-7194\"", null, null, \""https://orcid.org/0000-0003-4735-0692\""]"""
7260,Environmental Emission Analysis of Biodiesel with Al2O3 Nanometal Additives as Fuel in a Diesel Engine,2021,Manual,10.1155/2021/2544098,,,"""[\""Mohammad Ibrahim Al Mishlah Alghamdi\"", \""\u0130lhami \u00c7olak\"", \""Musaddak Maher Abdul Zahra\"", \""T. Bothichandar\""]""","""[null, \""https://orcid.org/0000-0002-6405-5938\"", \""https://orcid.org/0000-0002-5879-6991\"", null]"""
7261,Predictive Model of Preventive Behaviors against COVID-19 in the Older Adult: The PREASOC-COVID-19 Study,2021,OpenAlex,10.3390/ijerph182111067,,"Carmen Sarabia‐Cobo, Aroa Delgado Uría, Marta García Lecue, Eva Izaguirre Palazuelos, César Martínez Ruiz, Ángela Fernández‐Rodríguez","""[\""Carmen Sarabia\u2010Cobo\"", \""Aroa Delgado Ur\u00eda\"", \""Marta Garc\u00eda Lecue\"", \""Eva Izaguirre Palazuelos\"", \""C\u00e9sar Mart\u00ednez Ruiz\"", \""\u00c1ngela Fern\u00e1ndez\u2010Rodr\u00edguez\""]""","""[\""https://orcid.org/0000-0002-7929-4042\"", null, null, null, null, \""https://orcid.org/0000-0002-7561-6913\""]"""
7262,Security and Privacy Issues in Medical Internet of Things: Overview and Future Directions,2021,Manual,,,,,
7263,IOT solution for AI-enabled privacy preserving with big data transferring using blockchain: An application for healthcare,2021,Manual,,,,,
7264,Impact of cyber-attack on Saudi Aramco,2021,Manual,,,,,
7265,The Cost of Progress: Exploring Privacy Nightmares for AI in Precision Medicine,2021,OpenAlex,10.54216/jcim.080205,,"Ahmed Abdel Aziz, Noura Metawa","""[\""Ahmed Abdel Aziz\"", \""Noura Metawa\""]""","""[\""https://orcid.org/0000-0002-3487-8992\"", \""https://orcid.org/0000-0002-2328-0813\""]"""
7267,A Scalable and Efficient Multi-Agent Architecture for Malware Protection in Data Sharing Over Mobile Cloud,2021,OpenAlex,10.1109/access.2021.3067284,,"Zahid Hussain Qaisar, Sultan H. Almotiri, Mohammed A. Al Ghamdi, Arfan Ali Nagra, Ghulam Ali","""[\""Zahid Hussain Qaisar\"", \""Sultan H. Almotiri\"", \""Mohammed A. Al Ghamdi\"", \""Arfan Ali Nagra\"", \""Ghulam Ali\""]""","""[\""https://orcid.org/0000-0003-2714-9131\"", \""https://orcid.org/0000-0003-1594-9115\"", null, \""https://orcid.org/0000-0002-2149-8165\"", \""https://orcid.org/0000-0002-0726-2738\""]"""
7268,A Systematic Review on Monitoring and Advanced Control Strategies in Smart Agriculture,2021,OpenAlex,10.1109/access.2021.3057865,,"Syeda Iqra Hassan, Muhammad Mansoor Alam, Usman Illahi, Mohammed A. Al Ghamdi, Sultan H. Almotiri, Mazliham Mohd Su’ud","""[\""Syeda Iqra Hassan\"", \""Muhammad Mansoor Alam\"", \""Usman Illahi\"", \""Mohammed A. Al Ghamdi\"", \""Sultan H. Almotiri\"", \""Mazliham Mohd Su\u2019ud\""]""","""[\""https://orcid.org/0000-0001-6852-8993\"", \""https://orcid.org/0000-0001-5773-7140\"", \""https://orcid.org/0000-0002-9394-5219\"", \""https://orcid.org/0000-0002-5993-5236\"", \""https://orcid.org/0000-0003-1594-9115\"", \""https://orcid.org/0000-0001-9975-4483\""]"""
7269,A decentralized hybrid computing consumer authentication framework for a reliable drone delivery as a service,2021,OpenAlex,10.1371/journal.pone.0250737,,"Abdul Hannan, Faisal Hussain, Noman Ali, Muhammad Ehatisham-ul-Haq, Muhammad Usman Ashraf, Ahmed Mohammed Alghamdi, Ahmed S. Alfakeeh","""[\""Abdul Hannan\"", \""Faisal Hussain\"", \""Noman Ali\"", \""Muhammad Ehatisham-ul-Haq\"", \""Muhammad Usman Ashraf\"", \""Ahmed Mohammed Alghamdi\"", \""Ahmed S. Alfakeeh\""]""","""[\""https://orcid.org/0000-0001-9426-9470\"", \""https://orcid.org/0000-0001-9812-7488\"", null, \""https://orcid.org/0000-0001-9949-6664\"", \""https://orcid.org/0000-0001-7341-8625\"", \""https://orcid.org/0000-0001-7644-5039\"", \""https://orcid.org/0000-0003-1772-2782\""]"""
7270,"A Topical Review on Machine Learning, Software Defined Networking, Internet of Things Applications: Research Limitations and Challenges",2021,OpenAlex,10.3390/electronics10080880,,"Imran Imran, Zeba Ghaffar, Abdullah Alshahrani, Muhammad Fayaz, Ahmed Mohammed Alghamdi, Jeonghwan Gwak","""[\""Imran Imran\"", \""Zeba Ghaffar\"", \""Abdullah Alshahrani\"", \""Muhammad Fayaz\"", \""Ahmed Mohammed Alghamdi\"", \""Jeonghwan Gwak\""]""","""[\""https://orcid.org/0000-0002-6197-1025\"", \""https://orcid.org/0000-0002-6174-4965\"", \""https://orcid.org/0000-0002-5988-888X\"", null, \""https://orcid.org/0000-0001-7644-5039\"", \""https://orcid.org/0000-0002-6237-0141\""]"""
7271,Accelerating Spark‐Based Applications with MPI and OpenACC,2021,OpenAlex,10.1155/2021/9943289,,"Saeed M. Alshahrani, Waleed Al Shehri, Jameel Almalki, Ahmed Mohammed Alghamdi, Abdullah Alammari","""[\""Saeed M. Alshahrani\"", \""Waleed Al Shehri\"", \""Jameel Almalki\"", \""Ahmed Mohammed Alghamdi\"", \""Abdullah Alammari\""]""","""[\""https://orcid.org/0000-0003-0499-7170\"", \""https://orcid.org/0000-0003-2862-4897\"", \""https://orcid.org/0000-0001-6288-6474\"", \""https://orcid.org/0000-0001-7644-5039\"", \""https://orcid.org/0000-0002-8714-4749\""]"""
7273,Breast Cancer Classification From Histopathological Images Using Patch-Based Deep Learning Modeling,2021,OpenAlex,10.1109/access.2021.3056516,,"Irum Hirra, Mubashir Ahmad, Ayaz Hussain, Muhammad Usman Ashraf, Iftikhar Ahmed Saeed, Syed Furqan Qadri, Ahmed Mohammed Alghamdi, Ahmed S. Alfakeeh","""[\""Irum Hirra\"", \""Mubashir Ahmad\"", \""Ayaz Hussain\"", \""Muhammad Usman Ashraf\"", \""Iftikhar Ahmed Saeed\"", \""Syed Furqan Qadri\"", \""Ahmed Mohammed Alghamdi\"", \""Ahmed S. Alfakeeh\""]""","""[\""https://orcid.org/0000-0002-8680-2105\"", \""https://orcid.org/0000-0002-4542-1808\"", \""https://orcid.org/0000-0002-9081-9567\"", \""https://orcid.org/0000-0001-7341-8625\"", \""https://orcid.org/0000-0002-3611-9156\"", \""https://orcid.org/0000-0001-9067-054X\"", \""https://orcid.org/0000-0001-7644-5039\"", \""https://orcid.org/0000-0003-1772-2782\""]"""
7274,Characterization of the novel <scp><i>HLA‐B*57:02:01:03</i></scp> allele by sequencing‐based typing,2021,OpenAlex,10.1111/tan.14415,,"Mohammed Alghamdi, Manar A. Aldosari, Abdulrhman Alkhaibari, Abdullah S. Matyuri, Ali H. Hajeer","""[\""Mohammed Alghamdi\"", \""Manar A. Aldosari\"", \""Abdulrhman Alkhaibari\"", \""Abdullah S. Matyuri\"", \""Ali H. Hajeer\""]""","""[\""https://orcid.org/0000-0001-6313-5410\"", null, null, null, null]"""
